"species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy"
"Pseudapis diversipes",42.047,3.181,NA,1963,NA,NA,"Baker, Donald",NA
"Pseudapis diversipes",41.674,1.258,NA,1958,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",40.885,-4.17,NA,2019,7,22,"T. Wood","T. Wood"
"Pseudapis bispinosa",42.557,-0.381,NA,1964,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",38.73,-9.19,NA,1949,5,25,NA,"G. Van Der Zanden"
"Osmia cornuta",43.627,3.868,NA,2021,3,8,"Online_Stephanes34","Online_Stephanes34"
"Osmia bicornis",41.366,2.105,NA,2021,5,11,"Online_Noeliria","Online_Noeliria"
"Osmia latreillei",41.368,2.105,NA,2021,5,11,"Online_Noeliria","Online_Noeliria"
"Osmia caerulescens",42.049,2.034,NA,2021,4,24,"Online_Jordi_compte","Online_Jordi_compte"
"Osmia cornuta",42.557,-0.636,NA,2021,4,7,"Online_Carlos_yggdrasil","Online_Carlos_yggdrasil"
"Osmia latreillei",37.578,-8.043,NA,2021,5,9,"Online_Afranco","Online_Afranco"
"Osmia bicornis",41.478,2.268,NA,2021,5,9,"Online_Tv_observations","Online_Tv_observations"
"Pseudapis bispinosa",39.593,-0.729,NA,1970,NA,NA,NA,"Pauly A"
"Osmia caerulescens",43.714,4.416,NA,2019,7,30,"Online_Henkwallays2","Online_Henkwallays2"
"Pseudapis bispinosa",37.19,-8.9,NA,2017,5,25,"I. Cross","I. Cross"
"Pseudapis bispinosa",39.222,-0.278,NA,1969,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",41.006,-4.11,NA,2019,7,23,"T. Wood","T. Wood"
"Pseudapis diversipes",41.028,-4.081,NA,2019,7,23,"T. Wood","T. Wood"
"Pseudapis bispinosa",41.414,2.222,NA,NA,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",40.424,-3.648,NA,NA,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",40.901,-4.156,NA,2019,7,22,"T. Wood","T. Wood"
"Pseudapis diversipes",40.863,-4.179,NA,2019,7,19,"T. Wood","T. Wood"
"Pseudapis bispinosa",37.068,-8.811,NA,2015,8,20,"I. Cross","I. Cross"
"Pseudapis bispinosa",37.46,-7.47,NA,1976,NA,NA,NA,NA
"Pseudapis diversipes",41.041,1.156,NA,1957,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",36.706,-5.407,NA,1987,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",42.035,1.369,NA,1968,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",41.57,0.541,NA,1968,NA,NA,NA,"Pauly A"
"Pseudapis valga",36.623,-5.069,NA,2011,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",39.405,-0.387,NA,1954,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",37.12,-7.92,NA,2010,9,19,"H. Whiteley","A. W. Ebmer"
"Pseudapis valga",37.27,-3.62,NA,1982,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",38.78,-6.64,NA,1968,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",37.13,-7.64,NA,2012,5,23,"A. Livory, R. Coulomb","A. W. Ebmer"
"Pseudapis bispinosa",36.907,-2.046,NA,1994,NA,NA,"Ortiz J","Pauly A"
"Pseudapis bispinosa",37.19,-8.44,NA,2016,9,14,"D. Baldock","D. Baldock"
"Pseudapis bispinosa",42.489,-7.601,NA,1965,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",37.13,-7.6,NA,2012,7,24,"A. Livory, R. Coulomb","A. W. Ebmer"
"Pseudapis bispinosa",37.122,-8.635,NA,2017,5,22,"I. Cross","I. Cross"
"Pseudapis bispinosa",37.34,-8.84,NA,2017,5,23,"I. Cross","I. Cross"
"Pseudapis bispinosa",37.09,-8.34,NA,2017,10,5,"I. Cross","I. Cross"
"Pseudapis bispinosa",39.495,-6.383,NA,1987,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",41.922,0.166,NA,1965,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",37.19,-8.44,NA,2014,7,22,"D. Baldock","T. Wood"
"Pseudapis bispinosa",37.19,-8.44,NA,2011,6,20,"D. Baldock","A. W. Ebmer"
"Pseudapis bispinosa",38.71,-8.31,NA,2016,5,30,"A. Albernaz Valente","D. Baldock"
"Pseudapis bispinosa",38.53,-8.01,NA,1931,NA,NA,NA,NA
"Pseudapis diversipes",42.4,1.724,NA,1964,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",38.5,-0.191,NA,1974,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",40.97,-7.64,NA,2013,8,7,"R. Andrade","D. Baldock"
"Pseudapis bispinosa",40.09,-8.62,NA,1959,NA,NA,NA,NA
"Pseudapis bispinosa",39.408,-6.503,NA,2003,NA,NA,"Gadoum S","Pauly A"
"Pseudapis diversipes",41.674,-4.742,NA,2005,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",42.227,2.939,NA,1961,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",41.208,-0.436,NA,1965,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",41.588,-4.38,NA,1986,NA,NA,"Asensio, E",NA
"Pseudapis bispinosa",40.929,-4.121,NA,2019,7,18,"T. Wood","T. Wood"
"Pseudapis diversipes",40.929,-4.121,NA,2019,7,18,"T. Wood","T. Wood"
"Pseudapis bispinosa",38.459,-9.107,NA,2019,8,4,"T. Wood","T. Wood"
"Pseudapis diversipes",41.414,2.222,NA,NA,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",37.001,-3.281,NA,2005,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",36.821,-2.832,NA,1958,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",41.028,-4.081,NA,2019,7,23,"T. Wood","T. Wood"
"Pseudapis bispinosa",37.23,-8.37,NA,2015,8,14,"I. Cross","I. Cross"
"Pseudapis bispinosa",39.434,-3.174,NA,1991,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",40.053,-1.3,NA,1968,NA,NA,NA,"Pauly A"
"Xylocopa valga",37.239,-6.281,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.249,-6.661,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.195,-6.761,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.282,-6.555,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.218,-6.304,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.214,-6.372,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.291,-6.223,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.29,-6.433,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.124,-6.507,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.331,-6.668,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.247,-6.429,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.288,-6.675,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.235,-6.169,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa valga",37.292,-6.752,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Pseudapis bispinosa",37.06,-8.83,NA,2017,5,29,"I. Cross","I. Cross"
"Pseudapis bispinosa",39.687,-0.959,NA,1969,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",39.04,-0.169,NA,1958,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",40.322,-3.563,NA,2019,7,21,"T. Wood","T. Wood"
"Pseudapis diversipes",38.587,-0.072,NA,1974,NA,NA,"Pauly A","Pauly A"
"Pseudapis bispinosa",37.146,-8.603,NA,2015,7,15,"J. D'haeseleer","T. Wood"
"Pseudapis bispinosa",37.27,-3.62,NA,1987,NA,NA,"Ortiz, J",NA
"Pseudapis bispinosa",37.13,-7.64,NA,2010,8,2,"A. Livory, R. Coulomb","A. W. Ebmer"
"Pseudapis bispinosa",41.27,-8.08,NA,1931,NA,NA,NA,NA
"Pseudapis diversipes",41.776,2.699,NA,1960,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",41.591,1.86,NA,1934,NA,NA,NA,"Pauly A"
"Pseudapis femoralis",41.414,2.222,NA,1976,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",39.133,-0.281,NA,1968,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",37.09,-8.34,NA,2015,6,10,"I. Cross","I. Cross"
"Pseudapis diversipes",41.59,-6.696,NA,2016,7,3,"T. Wood","I. Cross"
"Pseudapis bispinosa",38.958,-0.519,NA,1968,NA,NA,NA,"Pauly A"
"Pseudapis diversipes",41.46,-8.15,NA,1991,6,15,"M. Schwarz","A. W. Ebmer"
"Pseudapis diversipes",39.405,-0.387,NA,1968,NA,NA,NA,"Pauly A"
"Pseudapis bispinosa",37.19,-8.9,NA,2015,6,9,"I. Cross","I. Cross"
"Pseudapis bispinosa",37.09,-8.34,NA,2014,7,23,"D. Baldock","D. Baldock"
"Pseudapis bispinosa",37.09,-8.34,NA,2017,5,30,"I. Cross","I. Cross"
"Panurginus albopilosus",38.71,-8.31,NA,2016,5,18,"A. Albernaz Valente","B. Tomozii"
"Nomioides minutissimus",40.412,-4.791,NA,1987,7,23,NA,NA
"Nomioides minutissimus",40.294,-4.847,NA,1987,7,22,NA,NA
"Nomioides minutissimus",40.301,-4.953,NA,1987,7,23,NA,NA
"Xylocopa violacea",37.282,-6.555,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Nomioides minutissimus",40.222,-5.75,NA,1988,8,18,NA,NA
"Panurginus annulatus",40.499,-1.053,NA,NA,NA,NA,NA,"Warncke K"
"Panurgus banksianus",37.218,-6.304,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa violacea",37.239,-6.281,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Panurgus banksianus",37.249,-6.661,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Panurgus banksianus",37.235,-6.169,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa violacea",38.757,-9.153,NA,2020,6,30,"Carla Rego","Carla Rego"
"Panurgus banksianus",37.247,-6.429,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Panurgus banksianus",37.195,-6.761,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Xylocopa violacea",39.944,4.248,NA,2010,3,28,"Ana Montero-Castaño","Francisco J. Ortiz-Sánchez"
"Xylocopa violacea",39.706,3.086,NA,2015,2,20,"M. A. González-Estévez","M. A. González-Estévez (M. A. G. Estvz)"
"Xylocopa violacea",39.623,2.655,NA,2020,2,4,"Joan Díaz Calafat","Joan Díaz Calafat"
"Xylocopa violacea",39.701,2.834,NA,2020,2,15,"Joan Díaz Calafat","Joan Díaz Calafat"
"Xylocopa violacea",39.777,2.728,NA,2020,3,8,"Joan Díaz Calafat","Joan Díaz Calafat"
"Xylocopa violacea",39.621,2.748,NA,2019,5,18,"Joan Díaz Calafat","Joan Díaz Calafat"
"Xylocopa violacea",39.721,2.916,NA,2017,3,18,"Sebastià Jaume Ramis","Joan Díaz Calafat"
"Nomioides facilis",38.57,-7.91,NA,1931,NA,NA,NA,NA
"Xylocopa cantabrita",37.292,-6.753,NA,2011,4,25,"Juan P. Gonzalez-Varo","J. Ortiz"
"Xylocopa violacea",37.439,-5.741,NA,2011,3,31,"Juan P. Gonzalez-Varo","J. Ortiz"
"Xylocopa violacea",37.332,-6.668,NA,2012,3,22,"Juan P. Gonzalez-Varo","J. Ortiz"
"Xylocopa cantabrita",37.332,-6.668,NA,2012,3,22,"Juan P. Gonzalez-Varo","J. Ortiz"
"Nomioides minutissimus",38.953,-6.288,NA,1961,NA,NA,NA,"Pauly A"
"Nomioides facilis",38.7,-7.4,NA,1963,7,15,NA,"A. Pauly"
"Xylocopa cantabrita",37.131,-6.528,NA,2019,5,13,"B. Arroyo-Correa","B. Arroyo-Correa"
"Xylocopa violacea",43.751,4.149,NA,2019,7,22,"Online_Ericferon","Online_Ericferon"
"Xylocopa violacea",37.292,-6.418,NA,2007,3,15,"Ramon Casimiro-Soriguer","Javier Herrera"
"Xylocopa violacea",37.292,-6.418,NA,2008,3,17,"Ramon Casimiro-Soriguer","Javier Herrera"
"Xylocopa violacea",37.292,-6.418,NA,2008,3,12,"Ramon Casimiro-Soriguer","Javier Herrera"
"Xylocopa cantabrita",40.206,-8.421,NA,2017,3,10,"C. O’Connor","F. López-Núñez"
"Xylocopa violacea",41.929,2.251,NA,2019,7,11,"Online_Margainaturalist","Online_Margainaturalist"
"Nomioides facilis",41.925,0.286,NA,1967,NA,NA,NA,"Pauly A"
"Nomioides minutissimus",40.141,-1.181,NA,1967,NA,NA,NA,"Pauly A"
"Nomioides facilis",41.832,0.17,NA,1967,NA,NA,NA,"Pauly A"
"Nomioides facilis",39.687,-0.959,NA,1969,NA,NA,NA,"Pauly A"
"Nomioides facilis",39.408,-0.503,NA,1969,NA,NA,NA,"Pauly A"
"Nomioides facilis",38.5,-0.191,NA,1970,NA,NA,"Pauly A","Pauly A"
"Nomioides facilis",38.677,-0.069,NA,1970,NA,NA,"Pauly A","Pauly A"
"Nomioides facilis",37.088,-2.156,NA,1970,NA,NA,"Barbier Y","Pauly A"
"Nomioides facilis",39.595,-0.846,NA,1970,NA,NA,NA,"Pauly A"
"Nomioides minutissimus",38.5,-0.191,NA,1970,NA,NA,NA,"Pauly A"
"Nomioides facilis",39.963,-1.302,NA,1970,NA,NA,NA,"Pauly A"
"Nomioides facilis",41.045,-1.394,NA,1970,NA,NA,"Pauly A","Pauly A"
"Nomioides facilis",39.672,-0.26,NA,1970,NA,NA,"Pauly A","Pauly A"
"Nomioides facilis",37.087,-8.27,NA,1973,7,27,NA,"A. Pauly"
"Nomioides facilis",37.09,-8.17,NA,1973,7,27,NA,"A. Pauly"
"Nomioides facilis",41.573,0.661,NA,1974,NA,NA,NA,NA
"Nomioides facilis",41.66,-0.538,NA,1974,NA,NA,NA,NA
"Nomioides minutissimus",40.45,-7.64,NA,1977,7,16,"Colln. Mendoça","D. Baldock"
"Xylocopa cantabrita",40.782,-4.007,NA,1907,NA,NA,"Liebe, S. G.","Terzo M"
"Xylocopa cantabrita",40.873,-3.89,NA,1909,6,30,"Sichel, O.","Terzo M"
"Xylocopa cantabrita",40.6,-4.123,NA,1914,NA,NA,"Dusmet, J.","Terzo M"
"Xylocopa violacea",41.37,2.17,NA,2018,8,25,"Online_Martist","Online_Martist"
"Xylocopa cantabrita",40.6,-4.123,NA,1915,NA,NA,"Dusmet, J.","Terzo M"
"Nomioides facilis",41.668,-0.898,NA,1986,NA,NA,"Asensio, E",NA
"Xylocopa valga",41.3,0.551,NA,1917,1,1,"Haas, F., A.","Terzo M"
"Xylocopa violacea",41.3,0.551,NA,1917,1,1,"Haas, F., A.","Terzo M"
"Xylocopa iris",40.513,-3.767,NA,1920,NA,NA,"Dusmet, J.","Terzo M"
"Xylocopa cantabrita",40.873,-3.89,NA,1920,NA,NA,"Dusmet, J.","Terzo M"
"Xylocopa violacea",38.88,-7.17,NA,1921,6,19,NA,NA
"Xylocopa iris",40.688,-7.639,NA,1922,1,7,"Verhoeff, P. M. F.","Terzo M"
"Xylocopa iris",40.51,-4.121,NA,1925,NA,NA,"Dusmet, J.","Terzo M"
"Xylocopa cantabrita",41.542,-7.607,NA,1926,5,10,NA,"Terzo M"
"Xylocopa violacea",37.87,-7.38,NA,1931,NA,NA,NA,NA
"Xylocopa violacea",41.15,-8.63,NA,1931,NA,NA,NA,NA
"Xylocopa iris",40.334,-3.53,NA,1932,NA,NA,"Dusmet, J.","Terzo M"
"Xylocopa iris",42.313,-1.969,NA,1932,NA,NA,"Dusmet, J.","Terzo M"
"Xylocopa iris",40.6,-4.123,NA,1933,NA,NA,"Dusmet, J.","Terzo M"
"Xylocopa iris",41.324,-3.777,NA,1939,7,1,"Ceballos, G.","Terzo M"
"Nomioides minutissimus",36.819,-2.383,NA,1995,NA,NA,"Barbier Y","Pauly A"
"Nomioides facilis",36.819,-2.383,NA,1995,NA,NA,"Barbier Y","Pauly A"
"Nomioides facilis",37.088,-2.156,NA,1995,NA,NA,"Barbier Y","Pauly A"
"Xylocopa cantabrita",40.424,-3.648,NA,1899,NA,NA,"Friese, H.","Terzo M"
"Xylocopa violacea",43.602,1.713,NA,2008,10,21,"Online_Magne","Online_Magne"
"Xylocopa valga",40.782,-4.007,NA,1955,NA,NA,"Straatman, R.","Terzo M"
"Xylocopa valga",37.001,-3.393,NA,1955,NA,NA,"Van Der Goot, V.","Terzo M"
"Xylocopa violacea",40.872,-4.009,NA,1956,NA,NA,NA,NA
"Nomioides minutissimus",37.19,-8.9,NA,2009,7,9,"A. Livory, R. Coulomb","D. Baldock"
"Nomioides facilis",36.697,-6.146,NA,2009,NA,NA,"Ortiz J","Pauly A"
"Nomioides minutissimus",37.43,-8.77,NA,2010,7,26,"A. Livory, R. Coulomb","D. Baldock"
"Nomioides minutissimus",37.13,-7.64,NA,2010,8,2,"A. Livory, R. Coulomb","D. Baldock"
"Nomioides minutissimus",37.13,-7.64,NA,2011,5,30,"A. Livory, R. Coulomb","D. Baldock"
"Nomioides minutissimus",37.52,-8.78,NA,2012,7,18,"A. Livory, R. Coulomb","A. Livory"
"Nomioides minutissimus",37.13,-8.6,NA,2012,7,22,"A. Livory, R. Coulomb","A. Livory"
"Nomioides facilis",37.157,-7.544,NA,2012,7,25,"A. Livory, R. Coulomb","A. Livory"
"Nomioides minutissimus",41.452,-8.753,NA,2013,7,18,"R. Andrade","D. Baldock"
"Nomioides minutissimus",39.09,-9.26,NA,2013,7,22,"R. Andrade","D. Baldock"
"Nomioides facilis",37.94,-7.59,NA,2014,9,26,"A. Livory, R. Coulomb","A. Livory"
"Nomioides minutissimus",38.13,-7.45,NA,2014,9,27,"A. Livory, R. Coulomb","A. Livory"
"Nomioides facilis",38.57,-7.91,NA,2014,9,29,"A. Livory, R. Coulomb","A. Livory"
"Nomioides minutissimus",39.513,-9.132,NA,2015,8,21,"A. Livory, R. Coulomb","A. Livory"
"Nomioides minutissimus",40.42,-7.49,NA,2015,8,27,"A. Livory, R. Coulomb","A. Livory"
"Nomioides facilis",41.86,-6.848,NA,2016,7,1,"T. Wood","T. Wood"
"Xylocopa cantabrita",40.223,-5.292,NA,1964,4,22,"Yarrow, I., E.","Terzo M"
"Nomioides facilis",37.667,-7.495,NA,2017,5,24,"I. Cross","I. Cross"
"Nomioides minutissimus",37.19,-8.9,NA,2017,5,25,"I. Cross","I. Cross"
"Nomioides facilis",40.322,-3.563,NA,2019,7,21,"T. Wood","T. Wood"
"Nomioides facilis",40.065,-2.941,NA,NA,NA,NA,NA,"Pauly A"
"Nomioides facilis",41.573,0.661,NA,NA,NA,NA,NA,"Pauly A"
"Nomioides facilis",36.722,-4.4,NA,NA,NA,NA,NA,"Pauly A"
"Nomioides facilis",41.668,-0.898,NA,NA,NA,NA,NA,"Pauly A"
"Nomioides minutissimus",41.573,0.661,NA,NA,NA,NA,NA,"Pauly A"
"Nomioides minutissimus",37.978,-1.121,NA,NA,NA,NA,NA,"Pauly A"
"Nomioides minutissimus",39.524,2.593,NA,NA,NA,NA,NA,"Pauly A"
"Nomioides minutissimus",38.882,1.328,NA,NA,NA,NA,NA,"Pauly A"
"Nomioides minutissimus",41.674,-4.742,NA,NA,NA,NA,NA,"Pauly A"
"Nomioides minutissimus",41.668,-0.898,NA,NA,NA,NA,NA,"Pauly A"
"Nomioides facilis",36.978,-3.121,NA,2021,8,31,"Online_Simon Oliver","Online_Simon Oliver"
"Nomioides facilis",36.978,-3.121,NA,2021,9,10,"Online_Simon Oliver","Online_Simon Oliver"
"Nomioides facilis",41.68,1.766,NA,2008,8,15,"Online_Rafael","Online_Rafael"
"Nomioides facilis",41.649,-0.887,NA,1986,5,27,"Online_Asensio, E","Online_Asensio, E"
