"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex"
"4058","Halictus quadricinctus",41.1603,1.25038,"Halictidae",1969,7,9,NA,NA,NA
"4059","Lasioglossum albipes",41.1167,1.25,"Halictidae",1969,7,10,NA,NA,NA
"4060","Lasioglossum fulvicorne",41.1167,1.25,"Halictidae",1969,7,10,NA,NA,NA
"4063","Halictus rubicundus",41.1167,1.25,"Halictidae",1969,7,10,NA,NA,NA
"4064","Halictus quadricinctus",41.6627,-1.08215,"Halictidae",1968,5,31,NA,NA,NA
"4065","Halictus scabiosae",41.7667,-1.11667,"Halictidae",1968,5,30,NA,NA,NA
"4066","Halictus scabiosae",42.9752,-2.68289,"Halictidae",1968,5,25,NA,NA,NA
"4067","Halictus quadricinctus",41.7667,-1.11667,"Halictidae",1968,5,30,NA,NA,NA
"4068","Halictus quadricinctus",41.75,-1.15,"Halictidae",1968,6,1,NA,NA,NA
"4070","Halictus subauratus",41.1603,1.25038,"Halictidae",1965,7,23,NA,NA,NA
"4071","Halictus quadricinctus",41.1603,1.25038,"Halictidae",1965,7,23,NA,NA,NA
"4073","Pseudapis diversipes",42.04362,3.1611,"Halictidae",1963,6,18,"Baker, Donald",NA,NA
"4074","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,17,"Baker, Donald",NA,NA
"4075","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,19,"Baker, Donald",NA,NA
"4076","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,19,"Baker, Donald",NA,NA
"4077","Sphecodes alternatus",42.05514,3.20036,"Halictidae",1963,6,13,"Baker, Donald",NA,NA
"4078","Pseudapis diversipes",42.05514,3.20036,"Halictidae",1963,6,13,"Baker, Donald",NA,NA
"4079","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,18,"Baker, Donald",NA,NA
"4080","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,17,"Baker, Donald",NA,NA
"4081","Sphecodes alternatus",42.13497,3.11791,"Halictidae",1963,6,20,"Baker, Donald",NA,NA
"4082","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,17,"Baker, Donald",NA,NA
"4083","Pseudapis diversipes",42.04362,3.1611,"Halictidae",1963,6,17,"Baker, Donald",NA,NA
"4084","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,17,"Baker, Donald",NA,NA
"4085","Sphecodes alternatus",42.04362,3.1611,"Halictidae",1963,6,10,"Baker, Donald","Baker, Donald","FEMALE"
"4086","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,18,"Baker, Donald",NA,NA
"4087","Sphecodes puncticeps",42.13477,3.12046,"Halictidae",1963,6,12,"Baker, Donald",NA,NA
"4088","Pseudapis diversipes",42.04362,3.1611,"Halictidae",1963,6,17,"Baker, Donald",NA,NA
"4089","Pseudapis diversipes",42.04362,3.1611,"Halictidae",1963,6,17,"Baker, Donald",NA,NA
"4090","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,17,"Baker, Donald",NA,NA
"4091","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,19,"Baker, Donald",NA,NA
"4092","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,19,"Baker, Donald",NA,NA
"4093","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,12,"Baker, Donald",NA,NA
"4094","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,17,"Baker, Donald",NA,NA
"4095","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,18,"Baker, Donald",NA,NA
"4096","Pseudapis diversipes",42.04362,3.1611,"Halictidae",1963,6,19,"Baker, Donald",NA,NA
"4097","Sphecodes alternatus",42.13497,3.11791,"Halictidae",1963,6,20,"Baker, Donald",NA,NA
"4098","Pseudapis bispinosa",42.04362,3.1611,"Halictidae",1963,6,18,"Baker, Donald",NA,NA
"4099","Sphecodes ruficrus",41.91497,3.20151,"Halictidae",1962,6,19,"Baker, D. & Baker, M.",NA,NA
"4100","Sphecodes alternatus",41.91497,3.20151,"Halictidae",1962,6,18,"Baker, D. & Baker, M.",NA,NA
"4101","Sphecodes alternatus",41.91497,3.20151,"Halictidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA
"4103","Halictus vestitus",40.33869,-1.61258,"Halictidae",1924,6,22,"Zerny","Ebmer, A","FEMALE"
"4104","Halictus smaragdulus",40.33869,-1.61258,"Halictidae",1924,6,22,"Zerny","Ebmer, A","MALE"
"4105","Halictus scabiosae",40.33869,-1.61258,"Halictidae",1924,7,1,"Zerny","Ebmer, A","FEMALE"
"4106","Halictus quadricinctus",40.33869,-1.61258,"Halictidae",1924,7,11,"Zerny","Ebmer, A","FEMALE"
"4107","Halictus subauratus",40.33869,-1.61258,"Halictidae",1924,7,11,"Zerny","Ebmer, A","FEMALE"
"4108","Halictus petrefactus",40.194,-0.635,"Halictidae",NA,NA,NA,"Engel and Peñalver",NA,NA
"4109","Halictus scabiosae",37.043556,-7.969764,"Halictidae",2018,5,18,"Valter Jacinto",NA,NA
"4110","Halictus scabiosae",41.153296,-8.643282,"Halictidae",2017,8,18,"Gonçalo Andrade Hagland",NA,NA
"4321","Lasioglossum smeathmanellum",41.75,-8.15,"Halictidae",2001,7,31,"C. Schmid-Egger","Christian Schmid-Egger",NA
"4322","Lasioglossum pauperatum",41.779999,-8.58,"Halictidae",2001,7,30,"C. Schmid-Egger","Christian Schmid-Egger",NA
"4323","Lasioglossum smeathmanellum",41.75,-8.15,"Halictidae",2001,7,31,"C. Schmid-Egger","Christian Schmid-Egger",NA
"4324","Lasioglossum angusticeps",37.183998,-8.894,"Halictidae",2001,8,9,"C. Schmid-Egger","Christian Schmid-Egger",NA
"4325","Lasioglossum angusticeps",37.184,-8.894,"Halictidae",2001,8,9,"C. Schmid-Egger","Christian Schmid-Egger",NA
"4326","Lasioglossum angusticeps",37.183998,-8.894,"Halictidae",2001,8,9,"C. Schmid-Egger","Christian Schmid-Egger",NA
"4327","Halictus scabiosae",41.2718,-8.3051,"Halictidae",1985,3,25,"G.E. Bohart","A.W. Ebmer 1983",NA
"4328","Sphecodes ruficrus",38.6939,-9.14261,"Halictidae",1985,3,25,"G.E. Bohart","M. Schwarz 1993",NA
"4329","Halictus patellatus",38.71609,-9.39235,"Halictidae",NA,NA,NA,"Krauss, Noel","Ebmer, A","FEMALE"
"4330","Halictus scabiosae",38.71609,-9.39235,"Halictidae",NA,NA,NA,"Krauss, Noel","Ebmer, A","FEMALE"
"4331","Halictus scabiosae",38.71609,-9.39235,"Halictidae",NA,NA,NA,"Krauss, Noel","Ebmer, A","FEMALE"
"4335","Colletes nigricans",39.35,-1.05,"Colletidae",2011,7,NA,"C. Ornosa (U. C. Madrid)","C. Ornosa (U. C. Madrid)",NA
"4336","Colletes fodiens",39.31,-1.04,"Colletidae",2011,7,NA,"C. Ornosa (U. C. Madrid)","C. Ornosa (U. C. Madrid)",NA
"4337","Hylaeus variegatus",39.8,-0.89,"Colletidae",2011,7,NA,"C. Ornosa (U. C. Madrid)","C. Ornosa (U. C. Madrid)",NA
"4338","Colletes acutus",37.301998,-6.26,"Colletidae",2010,4,8,"Schmidt-Egger","Christian Schmid-Egger",NA
"4339","Colletes acutus",36.344002,-6.162,"Colletidae",2010,4,8,"Schmidt-Egger","Christian Schmid-Egger",NA
"4340","Colletes acutus",36.344002,-6.162,"Colletidae",2010,4,8,"Schmidt-Egger","Christian Schmid-Egger",NA
"4341","Colletes acutus",36.344002,-6.162,"Colletidae",2010,4,8,"Schmidt-Egger","Christian Schmid-Egger",NA
"4342","Hylaeus pictipes",36.745,-3.517,"Colletidae",2010,9,19,"K. Rezkova, O. Cerny","Jakub Straka",NA
"4343","Hylaeus pictipes",36.744999,-3.517,"Colletidae",2010,9,19,"K. Rezkova, O. Cerny","Jakub Straka",NA
"4444","Colletes succinctus",37.978298,-1.13,"Colletidae",2004,10,20,"E. Scheuchl","Stefan Schmidt",NA
"4445","Colletes brevigena",37.9783,-1.13,"Colletidae",2004,10,20,"E. Scheuchl","Christian Schmid-Egger",NA
"4446","Hylaeus coriaceus",37.6922,-2.09434,"Colletidae",2003,7,19,"Ortiz, J","Ortiz, J","FEMALE"
"4447","Hylaeus garrulus",36.9185,-2.47733,"Colletidae",1999,4,17,NA,NA,NA
"4448","Colletes succinctus",38.690102,0.1347,"Colletidae",1997,9,29,"E. Scheuchl","Stefan Schmidt",NA
"4464","Hylaeus euryscapus",37.78591,-1.42548,"Colletidae",1996,7,4,"Ortiz, J",NA,"MALE"
"4467","Hylaeus euryscapus",37.78591,-1.42548,"Colletidae",1996,7,4,"Ortiz, J",NA,"MALE"
"4489","Hylaeus imparilis",37.27689,-3.45733,"Colletidae",1994,5,30,"Ortiz, J","Dathe","FEMALE"
"4490","Hylaeus imparilis",37.27689,-3.45733,"Colletidae",1994,5,30,"Ortiz, J","Dathe","MALE"
"4491","Hylaeus imparilis",37.27689,-3.45733,"Colletidae",1994,5,30,"Ortiz, J","Dathe","MALE"
"4492","Hylaeus brachycephalus",37.05463,-2.99753,"Colletidae",1993,7,4,"Ortiz, J","Dathe","FEMALE"
"4493","Hylaeus brachycephalus",37.05463,-2.99753,"Colletidae",1993,7,4,"Ortiz, J","Dathe","MALE"
"4494","Hylaeus brachycephalus",37.0321,-2.99466,"Colletidae",1991,7,28,"Ortiz, J","Ortiz, J","FEMALE"
"4495","Colletes escalerai",36.01863,-5.59637,"Colletidae",1990,3,6,"H. Teunissen","M. Kuhlmann 2002",NA
"4496","Hylaeus taeniolatus",39.71801,2.58908,"Colletidae",1990,5,19,"Sanza, F","Dathe","FEMALE"
"4497","Colletes succinctus",38.68826,0.13321,"Colletidae",1989,10,14,NA,"Kuhlmann, M","MALE"
"4498","Colletes abeillei",42.80475,-6.09724,"Colletidae",1987,7,11,"Schwarz, Max","Kuhlmann, M","FEMALE"
"4499","Hylaeus variegatus",41.1167,1.25,"Colletidae",1987,8,23,NA,NA,NA
"4500","Colletes jankowskyi",37.03,-2.99502,"Colletidae",1986,7,29,"Guichard, K",NA,NA
"4501","Colletes jankowskyi",37.03,-2.99502,"Colletidae",1986,7,29,"Guichard, K",NA,NA
"4502","Hylaeus clypearis",40.90714,-5.81735,"Colletidae",1986,7,9,"Torres, F","Asensio, E","MALE"
"4503","Hylaeus sinuatus",40.90714,-5.81735,"Colletidae",1986,9,2,"Torres, F","Asensio, E",NA
"4504","Hylaeus sulphuripes",41.48734,-3.52106,"Colletidae",1984,7,30,"Sanza, F","Asensio, E","MALE"
"4505","Hylaeus pictus",41.65351,-4.72197,"Colletidae",1984,7,4,"Asensio, E","Asensio, E","MALE"
"4506","Hylaeus signatus",41.68759,-4.06457,"Colletidae",1983,7,2,"Asensio, E","Warncke, Klaus",NA
"4507","Hylaeus clypearis",41.68759,-4.06457,"Colletidae",1983,7,2,"Asensio, E","Warncke, Klaus",NA
"4508","Colletes caspicus",37.070167,-6.688583,"Colletidae",1983,10,18,"Herrera, J","Warncke, Klaus",NA
"4509","Colletes caspicus",37.070167,-6.688583,"Colletidae",1983,10,25,"Herrera, J","Warncke, Klaus",NA
"4510","Hylaeus variegatus",41.5262,-5.39526,"Colletidae",1982,6,29,NA,NA,NA
"4511","Colletes nigricans",41.66257,-5.39368,"Colletidae",1982,6,28,"P.F. Torchio","M. Kuhlmann 2003",NA
"4512","Colletes albomaculatus",41.66257,-5.39368,"Colletidae",1982,6,28,NA,"M. Kuhlmann 2003",NA
"4513","Hylaeus euryscapus",41.75678,-4.69906,"Colletidae",1982,6,30,"Asensio, E","Warncke, Klaus",NA
"4514","Hylaeus variegatus",41.66257,-5.39368,"Colletidae",1982,6,28,"P.F. Torchio","H.H. Dathe 1986",NA
"4515","Hylaeus variegatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4516","Colletes mlokossewiczi",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA
"4518","Colletes pulchellus",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA
"4519","Hylaeus variegatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4520","Colletes pulchellus",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA
"4521","Hylaeus absolutus",42.0124,-4.5309,"Colletidae",1982,7,4,"P.F. Torchio","H.H. Dathe 1986",NA
"4522","Hylaeus soror",42.0124,-4.5309,"Colletidae",1982,7,4,"P.F. Torchio","H.H. Dathe 1986",NA
"4523","Colletes pulchellus",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA
"4524","Hylaeus variegatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4525","Hylaeus variegatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4526","Hylaeus variegatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4527","Hylaeus lineolatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4528","Colletes pulchellus",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA
"4529","Hylaeus variegatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4530","Colletes pulchellus",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA
"4531","Hylaeus imparilis",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4532","Hylaeus clypearis",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4533","Colletes mlokossewiczi",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA
"4534","Hylaeus lineolatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4536","Colletes schmidi",37.0561,-3.36877,"Colletidae",1982,8,4,"Ebmer, A","Kuhlmann, M","FEMALE"
"4537","Hylaeus adriaticus",37.0561,-3.36877,"Colletidae",1982,8,4,"Ebmer, A","Dathe","MALE"
"4538","Hylaeus adriaticus",37.0561,-3.36877,"Colletidae",1982,8,4,"Ebmer, A","Dathe","FEMALE"
"4539","Hylaeus signatus",41.69954,-4.83906,"Colletidae",1980,5,12,"E. Asensio, P.F. Torchio","H.H. Dathe 1986",NA
"4540","Hylaeus variegatus",41.1303,1.3196,"Colletidae",1980,7,20,NA,NA,NA
"4541","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1979,4,21,"F.D. Parker","H.H. Dathe 1986",NA
"4542","Hylaeus imparilis",36.635,-4.485,"Colletidae",1979,4,21,"Parker, Frank",NA,"MALE"
"4543","Hylaeus imparilis",36.635,-4.485,"Colletidae",1979,4,21,"Parker, Frank",NA,"FEMALE"
"4544","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1979,4,21,"F.D. Parker","H.H. Dathe 1986",NA
"4545","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1979,4,21,"F.D. Parker","H.H. Dathe 1986",NA
"4546","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1979,4,21,"F.D. Parker","H.H. Dathe 1986",NA
"4547","Hylaeus conformis",36.62143,-4.50004,"Colletidae",1979,4,21,"F.D. Parker","H.H. Dathe 1986",NA
"4548","Hylaeus signatus",36.62143,-4.50004,"Colletidae",1979,6,21,"G.E. Bohart","H.H. Dathe 1986",NA
"4549","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4550","Hylaeus signatus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4551","Hylaeus spilotus",36.86478,-4.41906,"Colletidae",1978,4,20,"F.D. Parker","H.H. Dathe 1986",NA
"4552","Colletes foveolaris",36.99056,-4.41367,"Colletidae",1978,4,14,"G.E. Bohart","M. Kuhlmann 2003",NA
"4553","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4554","Hylaeus spilotus",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4555","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4556","Hylaeus pictipes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4557","Hylaeus brevicornis",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4558","Hylaeus imparilis",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4559","Hylaeus brevicornis",36.86478,-4.41906,"Colletidae",1978,4,20,"F.D. Parker","H.H. Dathe 1986",NA
"4560","Hylaeus signatus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4561","Hylaeus euryscapus",36.635,-4.485,"Colletidae",1978,4,25,"Bohart, George",NA,"MALE"
"4562","Hylaeus imparilis",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4563","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4564","Hylaeus pictipes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4565","Hylaeus conformis",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4566","Hylaeus pictipes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4567","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4568","Hylaeus brevicornis",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4569","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4570","Hylaeus cornutus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4571","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4572","Hylaeus pictipes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4573","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4574","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4575","Hylaeus spilotus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4576","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4577","Hylaeus signatus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4578","Hylaeus pictus",36.62143,-4.50004,"Colletidae",1978,4,15,"G.E. Bohart","H.H. Dathe 1986",NA
"4579","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4580","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4581","Hylaeus spilotus",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4582","Hylaeus pictus",36.62143,-4.50004,"Colletidae",1978,4,15,"G.E. Bohart","H.H. Dathe 1986",NA
"4583","Hylaeus imparilis",36.635,-4.485,"Colletidae",1978,4,25,"Bohart, George","Dathe","FEMALE"
"4584","Hylaeus imparilis",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4585","Hylaeus pictipes",36.62143,-4.50004,"Colletidae",1978,4,15,"G.E. Bohart","H.H. Dathe 1986",NA
"4586","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA
"4590","Hylaeus imparilis",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1985",NA
"4595","Hylaeus brevicornis",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4599","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4603","Hylaeus brevicornis",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4605","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4609","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4616","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4618","Hylaeus conformis",36.62143,-4.50004,"Colletidae",1978,5,1,"G.E. Bohart","H.H. Dathe 1986",NA
"4627","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4629","Hylaeus brevicornis",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4633","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4637","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4642","Hylaeus conformis",36.635,-4.485,"Colletidae",1978,5,1,"Bohart, George","Dathe","FEMALE"
"4645","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4648","Hylaeus imparilis",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4659","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,5,1,"G.E. Bohart","H.H. Dathe 1986",NA
"4666","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4670","Hylaeus brevicornis",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4671","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4674","Hylaeus signatus",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4676","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4683","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4684","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4690","Hylaeus spilotus",36.62143,-4.50004,"Colletidae",1978,5,1,"G.E. Bohart","H.H. Dathe 1986",NA
"4692","Hylaeus cornutus",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4693","Hylaeus pictipes",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4694","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4699","Hylaeus imparilis",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4702","Hylaeus spilotus",36.62143,-4.50004,"Colletidae",1978,5,1,"G.E. Bohart","H.H. Dathe 1986",NA
"4705","Hylaeus imparilis",36.62143,-4.50004,"Colletidae",1978,5,1,"G.E. Bohart","H.H. Dathe 1986",NA
"4708","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4711","Hylaeus imparilis",36.635,-4.485,"Colletidae",1978,5,7,"Bohart, George","Dathe",NA
"4712","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4715","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4716","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4717","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4727","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4728","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,5,4,"G.E. Bohart","H.H. Dathe 1986",NA
"4735","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4738","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4740","Hylaeus spilotus",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4741","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4743","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,5,7,"G.E. Bohart","H.H. Dathe 1986",NA
"4746","Hylaeus penalaris",40.8304,-3.9736,"Colletidae",1978,7,28,"A.W. Ebmer","H.H. Dathe 1979",NA
"4747","Hylaeus penalaris",40.8304,-3.9736,"Colletidae",1978,7,28,"A.W. Ebmer","H.H. Dathe 1979",NA
"4748","Hylaeus diplonymus",39.7116,2.6225,"Colletidae",1977,3,28,"G.E. Bohart","H.H. Dathe 1986",NA
"4749","Hylaeus spilotus",39.51,2.5323,"Colletidae",1977,3,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4750","Colletes escalerai",36.1931,-6.02281,"Colletidae",1977,3,10,"Adey, Margaret","Baker, Donald","FEMALE"
"4751","Hylaeus spilotus",39.51,2.5323,"Colletidae",1977,3,22,"G.E. Bohart","H.H. Dathe 1986",NA
"4752","Hylaeus spilotus",39.51,2.5323,"Colletidae",1977,3,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4753","Hylaeus spilotus",39.51,2.5323,"Colletidae",1977,3,25,"G.E. Bohart","H.H. Dathe 1986",NA
"4760","Colletes abeillei",42.3527,-3.71186,"Colletidae",1975,5,12,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4761","Colletes foveolaris",42.3527,-3.71186,"Colletidae",1975,6,12,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4762","Colletes foveolaris",42.3527,-3.71186,"Colletidae",1975,6,12,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
