"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex"
"2397","Lasioglossum malachurum",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Ebmer","female"
"2398","Anthocopa spinulosa",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Asensio","male"
"2399","Andrena flavipes",42.726724,-7.021199,NA,1974,7,NA,"E. Asensio","Warncke","female"
"2400","Megabombus sylvarum",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Tkalcu","female"
"2401","Megabombus pascuorum",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Tkalcu","female"
"2402","Pyrobombus soroeensis",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Tkalcu","female"
"2403","Andrena minutula",42.726724,-7.021199,NA,1974,7,NA,"E. Asensio","Warncke","female"
"2404","Megabombus pascuorum",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Tkalcu","female"
"2405","Megabombus humilis",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Tkalcu","female"
"2406","Panurgus calcaratus",42.726724,-7.021199,NA,1974,7,NA,"E. Asensio","Asensio","male"
"2407","Hoplitis claviventris",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Tkalcu","male"
"2408","Megabombus mesomelas",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Tkalcu","female"
"2409","Panurgus cephalotes",42.726724,-7.021199,NA,1974,7,NA,"E. Asensio","Asensio","female"
"2410","Lambdopsis annularis",42.726724,-7.021199,NA,1974,7,18,"E. Asensio","Warncke","male"
"2411","Bombus lucorum",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Tkalcu","female"
"2412","Pyrobombus lapidarius",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Tkalcu","female"
"2413","Andrena flavipes",42.726724,-7.021199,NA,1974,7,NA,"E. Asensio","Warncke","male"
"2414","Andrena carbonaria",37.443427,-3.439457,NA,1966,5,22,"L. Moreda","Warncke","male"
"2415","Dasypoda cingulata",37.443427,-3.439457,NA,1976,5,23,"E. Asensio","Asensio","male"
"2416","Dasypoda cingulata",37.443427,-3.439457,NA,1973,6,10,"E. Asensio","Warncke","female"
"24171","Andrena lepida",37.443427,-3.439457,NA,1986,6,15,"E. Asensio","Asensio","female"
"2418","Dasypoda cingulata",37.443427,-3.439457,NA,1979,6,4,"E. Asensio","Warncke","male"
"2419","Lasioglossum villosulum",37.443427,-3.439457,NA,1986,6,15,"E. Asensio","Asensio","female"
"2420","Dasypoda cingulata",37.443427,-3.439457,NA,1976,5,23,"E. Asensio","Asensio","female"
"2421","Dasypoda cingulata",37.443427,-3.439457,NA,1973,6,10,"E. Asensio","Warncke","male"
"2422","Ceratina chalcites",37.443427,-3.439457,NA,1976,5,23,"E. Asensio","Asensio","female"
"2423","Ceratina callosa",37.443427,-3.439457,NA,1986,6,15,"E. Asensio","Asensio","male"
"2424","Andrena proxima",37.443427,-3.439457,NA,1986,6,15,"E. Asensio","Asensio","female"
"2425","Andrena bimaculata",37.443427,-3.439457,NA,1986,6,15,"E. Asensio","Asensio","female"
"2426","Andrena hispania",37.443427,-3.439457,NA,1986,6,15,"E. Asensio","Asensio","male"
"2427","Dasypoda cingulata",37.443427,-3.439457,NA,1966,5,22,"L. Moreda","Warncke","male"
"2428","Panurgus perezi",37.443427,-3.439457,NA,1986,6,15,"E. Asensio","Asensio","male"
"2429","Lasioglossum laticeps",41.597202,-4.755031,NA,1986,6,15,"E. Asensio","Ebmer","female"
"2430","Anthidiellum strigatum",41.597202,-4.755031,NA,1986,6,15,"E. Asensio","Asensio","female"
"2431","Andrena ovatula",42.645031,-4.807296,NA,1980,5,21,"E. Asensio","Warncke","female"
"2432","Nomada lathburiana",42.645031,-4.807296,NA,1980,5,21,"E. Asensio","Warncke","female"
"2433","Andrena similis",42.645031,-4.807296,NA,1980,5,21,"E. Asensio","Warncke","male"
"2434","Lasioglossum pauperatum",42.645047,-4.807532,NA,1980,5,21,"E. Asensio","Ebmer","female"
"2435","Lasioglossum aeratum",42.645047,-4.807532,NA,1980,5,21,"E. Asensio","Ebmer","female"
"2436","Anthophora dispar",36.912393,-3.555008,NA,1988,2,8,"J. Ort?z","Asensio","male"
"2437","Megabombus humilis",42.725794,3.8252e-07,NA,1982,8,10,"A. I. Allo (Univ. Salamanca)","Asensio","male"
"2438","Psithyrus rupestris",40.035706,-6.085989,NA,1981,7,30,"Miliena (Univ. Salamanca)","Asensio","male"
"2439","Eucera dalmatica",40.035246,-6.083929,NA,1983,6,7,"Liberto Rodr?guez (Univ. Salamanca)","Tkalcu","male"
"2440","Eucera codinai",40.035246,-6.083929,NA,1982,5,1,"A. Iturriaga","Tkalcu","female"
"2441","Tetralonia malvae",40.035246,-6.083929,NA,1977,7,13,"E. Asensio","Tkalcu","female"
"2442","Pyrobombus lapidarius",43.474768,-3.689641,NA,1972,8,2,"E. Asensio","Tkalcu","female"
"2443","Lasioglossum albipes",42.398535,-8.82328,NA,1975,8,6,"E. Asensio","Ebmer","female"
"2444","Lasioglossum limbellum",42.398095,-8.823205,NA,1975,8,6,"E. Asensio","Ebmer","female"
"2445","Lasioglossum limbellum",42.398095,-8.823205,NA,1975,8,6,"E. Asensio","Ebmer","male"
"2446","Eucera tuberculata",43.157901,-5.828454,NA,1987,6,1,"E. Asensio","Asensio","female"
"2447","Lasioglossum malachurum",43.157901,-5.828454,NA,1987,6,1,"E. Asensio","Asensio","female"
"2448","Halictus tetrazonius",43.157901,-5.828454,NA,1987,6,1,"E. Asensio  ","Ebmer","female"
"2449","Andrena anthrisci",43.157901,-5.828454,NA,1987,6,1,"E. Asensio","Warncke","female"
"2450","Sphecodes longulus",42.938873,-4.528042,NA,1987,8,1,"A. Rueda  (Univ. Salamanca)","Warncke","male"
"2451","Panurgus perezi",42.548845,-6.596978,NA,1974,7,16,"E. Asensio","Warncke","male"
"2452","Panurgus cephalotes",42.548845,-6.596978,NA,1974,7,16,"E. Asensio","Warncke","male"
"2453","Lasioglossum pauperatum",42.548845,-6.596978,NA,1976,7,16,"E. Asensio","Ebmer","female"
"2454","Panurgus perezi",42.548845,-6.596978,NA,1974,7,16,"E. Asensio","Warncke","female"
"2455","Osmia adunca",42.548845,-6.596978,NA,1970,NA,NA,"E. Asensio","Peters","male"
"2456","Andrena verticalis",42.548845,-6.596978,NA,1974,7,16,"E. Asensio","Warncke","female"
"2457","Panurgus calcaratus",42.548845,-6.596978,NA,1974,7,16,"E. Asensio","Warncke","female"
"2458","Lasioglossum mediterraneum",42.548845,-6.596978,NA,1974,7,16,"E. Asensio","Ebmer","female"
"2459","Andrena flavipes",42.548845,-6.596978,NA,1974,7,16,"E. Asensio","Warncke","female"
"2460","Halictus rubicundus",42.032766,-6.836244,NA,1974,7,22,"E. Asensio","Ebmer","male"
"2461","Lasioglossum costulatum",42.032766,-6.836244,NA,1974,7,22,"E. Asensio","Asensio","female"
"2462","Halictus rubicundus",42.032766,-6.836244,NA,1974,7,22,"E. Asensio","Ebmer","female"
"2463","Lasioglossum albocinctum",41.485031,-0.457028,NA,1972,6,1,"L. Moreda","Ebmer","female"
"2464","Megachile centuncularis",43.151483,-4.622905,NA,1983,NA,NA,"E. Asensio","G. v. d. Zanden","female"
"2465","Osmia caerulescens",43.151483,-4.622905,NA,1983,NA,NA,"E. Asensio","G. v. d. Zanden","male"
"2466","Osmia fulviventris",43.151483,-4.622905,NA,1983,NA,NA,"E. Asensio","G. v. d. Zanden","male"
"2467","Osmia leaiana",43.151483,-4.622905,NA,1983,NA,NA,"E. Asensio","Asensio","male"
"2468","Nomada cirtana",40.006786,-6.216622,NA,1982,4,19,"C. M. Alc?n (Univ. Salamanca)","Schwarz","female"
"2469","Andrena labiata",40.006786,-6.216622,NA,1981,4,18,"C. Mu?oz Alc?n (Univ. Salamanca)","Warncke","female"
"2470","Ceratina saundersi",37.088945,-8.758446,NA,1983,8,6,"S. Fdez. Gayubo  (Univ. Salamanca)","Asensio","male"
"2471","Andrena flavipes",37.438515,-4.198406,NA,1980,6,15,"E. Asensio","Warncke","female"
"2472","Bombus magnus",37.438515,-4.198406,NA,1980,6,15,"E. Asensio","Tkalcu","female"
"2473","Bombus terrestris",37.438515,-4.198406,NA,1980,6,15,"E. Asensio","Tkalcu","female"
"2474","Eucera interrupta",37.438515,-4.198406,NA,1980,6,15,"E. Asensio","Tkalcu","male"
"2475","Osmia ferruginea",38.036071,-1.445753,NA,1984,3,28,"A. Lacasa","Asensio","female"
"2476","Tetralonia atroalba",38.036071,-1.445753,NA,1984,3,28,"A. Lacasa","Tkalcu","female"
"2477","Ceratina cyanea",42.673901,-4.609598,NA,1983,NA,NA,"E. Asensio","Asensio","female"
"2478","Ceratina cyanea",42.673901,-4.609598,NA,1983,NA,NA,"E. Asensio","Asensio","male"
"2479","Osmia gallarum",42.673901,-4.609598,NA,1983,7,1,"E. Asensio","5h y 7m G. v. d. Zanden,Asensio el resto","female"
"2480","Osmia gallarum",42.673901,-4.609598,NA,1983,NA,NA,"E. Asensio","5h y 7m G. v. d. Zanden,Asensio el resto","male"
"2481","Osmia gallarum",42.673901,-4.609598,NA,1983,7,1,"E. Asensio","5h y 7m G. v. d. Zanden,Asensio el resto","female"
"2482","Sphecodes pseudofasciatus",38.084351,-6.079296,NA,1985,6,15,"S. Fdez. Gayubo  (Univ. Salamanca)","Schwarz","male"
"2483","Nomada distinguenda",41.918534,-5.900333,NA,1984,7,27,"S. Fdez. Gayubo  (Univ. Salamanca)","Asensio","male"
"2484","Anthidium variegatum",41.918534,-5.900333,NA,1984,7,27,"S. Fdez. Gayubo  (Univ. Salamanca)","Asensio","male"
"2485","Amegilla quadrifasciata",36.296512,-5.302803,NA,1986,6,7,"E. Asensio","Asensio","female"
"2486","Osmia signata",38.923502,-6.756794,NA,1986,6,7,"E. Asensio","Tkalcu","female"
"2487","Lasioglossum pauperatum",38.923502,-6.756794,NA,1986,6,7,"E. Asensio","Asensio","male"
"2488","Lasioglossum pauxillum",38.923502,-6.756794,NA,1986,6,7,"E. Asensio","Ebmer","female"
"2489","Lasioglossum malachurum",38.923502,-6.756794,NA,1986,6,7,"E. Asensio","Asensio","female"
"2490","Panurgus canescens",38.923502,-6.756794,NA,1986,6,7,"E. Asensio","Asensio","female"
"2491","Sphecodes niger",41.283041,-6.385573,NA,1984,8,1,"S. Fdez. Gayubo  (Univ. Salamanca)","Schwarz","female"
"2492","Prosopis variegatus",41.551765,-4.792092,NA,1975,6,23,"E. Asensio","Warncke","female"
"2493","Colletes foveolaris",41.551765,-4.792092,NA,1975,6,24,"E. Asensio","Warncke","female"
"2494","Pyrobombus lapidarius",43.298478,-3.967988,NA,1973,8,31,"E. Asensio","Tkalcu","male"
"2495","Pyrobombus lapidarius",43.298478,-3.967988,NA,1973,8,6,"E. Asensio","Tkalcu","female"
"2496","Nomada pusilla",41.550905,-4.7925,NA,1984,6,9,"E. Asensio","Warncke","female"
"2497","Eucera cineraria",41.550905,-4.7925,NA,1975,6,24,"E. Asensio","Tkalcu","male"
"2498","Eucera cineraria",41.550905,-4.7925,NA,1975,6,24,"E. Asensio","Tkalcu","female"
"2499","Heliophila bimaculata",41.550905,-4.7925,NA,1975,6,24,"E. Asensio","Asensio","female"
"2500","Andrena alfkenella",41.550905,-4.7925,NA,1975,6,3,"E. Asensio","Warncke","female"
"2501","Lasioglossum costulatum",41.550905,-4.7925,NA,1975,6,24,"E. Asensio","Asensio","female"
"2502","Heliophila bimaculata",41.550905,-4.7925,NA,1975,6,23,"E. Asensio","Lieftinck","male"
"2503","Melitturga caudata",41.550905,-4.7925,NA,NA,NA,NA,"E. Asensio","Asensio","male"
"2504","Lasioglossum bimaculatum",41.550905,-4.7925,NA,1975,6,23,"E. Asensio","Ebmer","female"
"2505","Alpigenobombus wurfleini",43.196654,-4.298507,NA,1970,7,18,"L. Moreda","Tkalcu","female"
"2506","Pyrobombus soroeensis",43.062991,-4.232379,NA,1970,7,18,"L. Moreda","Tkalcu","female"
"2507","Pyrobombus lapidarius",43.062991,-4.232379,NA,1970,7,18,"L. Moreda","Tkalcu","female"
"2508","Panurgus canescens",37.113981,-3.029384,NA,1986,7,8,"J. Herrera","Asensio","female"
"2509","Prosopis variegatus",37.113981,-3.029384,NA,1986,7,8,"J. Herrera","Asensio","female"
"2510","Megabombus ruderatus",37.113981,-3.029384,NA,1986,7,8,"J. Herrera","Asensio","female"
"25112","Bombus terrestris",37.113981,-3.029384,NA,1986,7,8,"J. Herrera","Tkalcu","male"
"25121","Andrena fucata",42.590603,-6.221759,NA,1979,6,5,"E. Asensio","Warncke","male"
"2513","Andrena wilkella",42.590603,-6.221759,NA,1979,6,5,"E. Asensio","Warncke","male"
"2514","Halictus confusus",42.590603,-6.221759,NA,1979,6,5,"E. Asensio  ","Ebmer","female"
"2515","Andrena combinata",42.590603,-6.221759,NA,1979,6,5,"E. Asensio","Warncke","male"
"2516","Andrena wilkella",42.590603,-6.221759,NA,1979,6,5,"E. Asensio","Warncke","female"
"2517","Andrena granulosa",42.590603,-6.221759,NA,1979,6,5,"E. Asensio","Warncke","male"
"2518","Megabombus pascuorum",43.063179,-4.232593,NA,1972,7,22,"E. Asensio","Tkalcu","female"
"2519","Megabombus mesomelas",43.066931,-4.765878,NA,1983,6,14,"E. Asensio","Paddy?Ornosa","female"
"2520","Osmia aurulenta",43.066931,-4.765878,NA,1983,6,14,"E. Asensio","G. v. d. Zanden","male"
"2521","Megabombus hortorum",43.066931,-4.765878,NA,1983,6,14,"E. Asensio","Paddy?Ornosa","female"
"2522","Pyrobombus lapidarius",43.066931,-4.765878,NA,1983,6,14,"E. Asensio","Paddy?Ornosa","female"
"2523","Halictus subauratus",37.113981,-3.029384,NA,1986,7,8,"J. Herrera","Asensio","female"
"2524","Halictus smaragdulus",37.113981,-3.029384,NA,1986,7,8,"J. Herrera","Asensio","female"
"2525","Nomada succincta",43.066931,-4.765878,NA,1983,6,14,"E. Asensio","Asensio","male"
"2526","Pyrobombus soroeensis",43.066931,-4.765878,NA,1983,6,14,"E. Asensio","Paddy?Ornosa","female"
"2527","Andrena proxima",43.066931,-4.765878,NA,1983,6,14,"E. Asensio","Warncke","female"
"2528","Andrena proxima",43.066931,-4.765878,NA,1983,6,14,"E. Asensio","Warncke","male"
"25291","Eucera nigrescens",43.066931,-4.765878,NA,1983,6,14,"E. Asensio","Tkalcu","male"
"25301","Lasioglossum euboeense",42.590248,-6.221845,NA,1979,6,5,"E. Asensio","Ebmer","female"
"25312","Lasioglossum euboeense",42.590248,-6.221845,NA,1979,6,5,"E. Asensio","Ebmer","female"
"25321","Xylocopa uclesiensis",40.728185,-4.01469,NA,1973,5,14,"Santos","Asensio","female"
"25331","Bombus magnus",40.156198,-6.681691,NA,1983,5,14,"L. Cabezas (Univ. Salamanca)","Paddy?Ornosa","female"
"25341","Anthophora hispanica",36.692692,-2.685391,NA,1966,3,11,"J. Su?rez","J. Ortiz","male"
"25351","Icteranthidium laterale",41.700066,-3.576446,NA,1985,8,4,"F. Sanza (Univ. Salamanca)","Asensio","male"
"2536","Nomada blepharipes",41.700066,-3.576446,NA,1985,8,NA,"F. Sanza (Univ. Salamanca)","Schwarz","male"
"25371","Tetralonia ruficornis",43.267702,-6.307111,NA,1985,7,17,"F. L?pez","Asensio","female"
"25381","Tetralonia malvae",43.267702,-6.307111,NA,1985,7,17,"F. L?pez","Asensio","male"
"2539","Tetralonia ruficornis",43.267702,-6.307111,NA,1985,7,17,"F. L?pez","Asensio","male"
"2540","Anthocopa serrilabris",42.083787,-4.207394,NA,1987,7,15,"A. Rueda  (Univ. Salamanca)","Asensio","female"
"25412","Dasypoda dusmeti",41.983392,-3.036897,NA,1972,8,NA,"Arroyo","Warncke","female"
"2542","Megabombus humilis",42.566396,-3.591325,NA,1977,9,16,"E. Asensio","Tkalcu","male"
"2543","Megabombus humilis",42.566396,-3.591325,NA,1977,9,16,"E. Asensio","Tkalcu","male"
"25441","Anthidium punctatum",41.624969,-4.36228,NA,1983,7,2,"E. Asensio","Asensio","female"
"2545","Anthidium taeniatum",41.624969,-4.36228,NA,1983,7,2,"E. Asensio","Asensio","male"
"2546","Pseudoanthidium lituratum",41.624969,-4.36228,NA,1983,NA,NA,"E. Asensio","Asensio","female"
"25471","Andrena cinerea",41.624969,-4.36228,NA,1986,5,20,"E. Asensio","Asensio","female"
"25481","Archianthidium laeviventris",41.624969,-4.36228,NA,1983,7,4,"E. Asensio","Asensio","female"
"25491","Pseudoanthidium lituratum",41.624969,-4.36228,NA,1985,NA,NA,"E. Asensio","Asensio","female"
"2550","Andrena cinerea",41.624969,-4.36228,NA,1986,5,20,"E. Asensio","Asensio","male"
"25512","Anthidium cingulatum",41.624969,-4.36228,NA,1984,6,29,"E. Asensio","Asensio","male"
"25521","Archianthidium laeviventris",41.624969,-4.36228,NA,1983,7,4,"E. Asensio","Asensio","female"
"25531","Pseudoanthidium lituratum",41.624969,-4.36228,NA,1985,NA,NA,"E. Asensio","Asensio","male"
"25541","Panurgus cephalotes",41.624969,-4.36228,NA,1983,6,25,"E. Asensio","Asensio","male"
"25551","Pseudoanthidium lituratum",41.624969,-4.36228,NA,1985,NA,NA,"E. Asensio","Asensio","male"
"25561","Anthidium punctatum",41.624969,-4.36228,NA,1983,7,2,"E. Asensio","Asensio","female"
"25571","Pseudoanthidium lituratum",41.624969,-4.36228,NA,1986,NA,NA,"E. Asensio","Asensio","female"
"25581","Pseudoanthidium lituratum",41.624969,-4.36228,NA,1985,NA,NA,"E. Asensio","Asensio","female"
"25591","Anthidium cingulatum",41.624969,-4.36228,NA,1986,6,19,"E. Asensio","Asensio","male"
"25601","Archianthidium laeviventris",41.624969,-4.36228,NA,1983,7,4,"E. Asensio","Asensio","male"
"25612","Anthidium cingulatum",41.624969,-4.36228,NA,1983,7,4,"E. Asensio","Asensio","female"
"25621","Anthidium cingulatum",41.624969,-4.36228,NA,1983,7,4,"E. Asensio","Asensio","male"
"2563","Archianthidium laeviventris",41.624969,-4.36228,NA,1983,7,4,"E. Asensio","Asensio","male"
"2564","Pseudoanthidium lituratum",41.624969,-4.36228,NA,1980,9,26,"E. Asensio","L. O. Aguado","female"
"2565","Andrena humilis",41.625675,-4.36155,NA,1986,5,20,"E. Asensio","Asensio","male"
"2566","Ceratina callosa",41.625675,-4.36155,NA,1983,NA,NA,"E. Asensio","Asensio","male"
"2567","Halictus fumatipennis",41.625675,-4.36155,NA,1984,6,29,"E. Asensio","Ebmer","female"
"2568","Andrena senecionis",41.625675,-4.36155,NA,1986,5,20,"E. Asensio","Asensio","female"
"2569","Andrena squalida",41.625675,-4.36155,NA,1986,5,20,"E. Asensio","Warncke","male"
"2570","Andrena flavipes",41.625675,-4.36155,NA,1986,5,20,"E. Asensio","Asensio","male"
"2571","Eucera trivittata",41.625675,-4.36155,NA,1984,6,29,"E. Asensio","Asensio","female"
"2572","Halictus consobrinus",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","Ebmer","female"
"2573","Heliophila bimaculata",41.625675,-4.36155,NA,1983,6,4,"E. Asensio","Asensio","male"
"2574","Halictus crenicornis",41.625675,-4.36155,NA,1984,5,31,"G. Aguado","Ebmer","female"
"2575","Andrena smonturnyella",41.625675,-4.36155,NA,1986,5,20,"E. Asensio","Warncke","female"
"2576","Tetralonia alternans",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","Tkalcu","female"
"2577","Prosopis communis",41.625675,-4.36155,NA,1984,NA,NA,"E. Asensio","Warncke","male"
"2578","Tetralonia alternans",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","Tkalcu","male"
"2579","Tetralonia berlandi",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","Tkalcu","female"
"2580","Anthocopa bisulca",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","Asensio","male"
"2581","Anthocopa andrenoides",41.625675,-4.36155,NA,1984,6,29,"E. Asensio","Asensio","female"
"2582","Megachile albonotata",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","Van Der Zanden ","female"
"2583","Tetralonia alternans",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","Tkalcu","male"
"2584","Anthophora croceipes",41.625675,-4.36155,NA,1983,7,NA,"E. Asensio","Tkalcu","male"
"2585","Anthocopa bisulca",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","Asensio","male"
"2586","Eucera pulveracea",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","Tkalcu","male"
"2587","Anthophora leucophaea",41.625675,-4.36155,NA,1984,5,31,"E. Asensio","Asensio","female"
"2588","Megachile apicalis",41.625675,-4.36155,NA,1983,7,2,"E. Asensio","Asensio","female"
"2589","Heliophila bimaculata",41.625675,-4.36155,NA,1983,6,4,"E. Asensio","Asensio","female"
"2590","Lasioglossum villosulum",41.625675,-4.36155,NA,1986,5,20,"E. Asensio","Asensio","female"
"2591","Andrena taraxaci",41.625675,-4.36155,NA,1986,5,20,"E. Asensio","Asensio","female"
"2592","Eucera trivittata",41.625675,-4.36155,NA,1986,5,20,"E. Asensio","Asensio","male"
"2593","Anthocopa papaveris",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","G. v. d. Zanden","female"
"2594","Eucera hispana",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","Tkalcu","female"
"2595","Andrena orbitalis",41.625675,-4.36155,NA,1984,5,31,"E. Asensio","Asensio","male"
"2596","Anthocopa bisulca",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","G. v. d. Zanden","female"
"2597","Anthophora crinipes",41.625675,-4.36155,NA,1984,6,NA,"E. Asensio","Asensio","female"
"2598","Megachile octosignata",41.625675,-4.36155,NA,1984,6,29,"E. Asensio","Asensio","female"
"2599","Systropha planidens",41.625675,-4.36155,NA,1984,6,29,"E. Asensio","Ebmer","female"
"2600","Halictus smaragdulus",41.625675,-4.36155,NA,1984,6,14,"E. Asensio","Ebmer","female"
"2601","Andrena orbitalis",41.625675,-4.36155,NA,1986,6,20,"E. Asensio","Asensio","female"
"2602","Eucera hispana",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","Tkalcu","female"
"2603","Lasioglossum interruptum",41.625675,-4.36155,NA,1986,6,19,"E. Asensio","Asensio","female"
"2604","Nomia diversipes",41.625675,-4.36155,NA,1986,6,19,"E. Asensio","Asensio","female"
"2605","Anthocopa bisulca",41.625675,-4.36155,NA,1983,7,4,"E. Asensio","Asensio","male"
"2606","Lasioglossum prasinum",41.625675,-4.36155,NA,1986,5,20,"E. Asensio","Asensio","female"
"2607","Lasioglossum viride",41.625675,-4.36155,NA,1986,5,20,"E. Asensio","Asensio","female"
"2608","Andrena nigroaenea",41.625675,-4.36155,NA,1986,5,20,"E. Asensio","Asensio","male"
"2609","Lasioglossum convexiusculum",41.625675,-4.36155,NA,1983,7,2,"E. Asensio","Ebmer","female"
"2610","Megachile albonotata",41.625675,-4.36155,NA,1983,NA,NA,"E. Asensio","Asensio","male"
"2611","Anthocopa bisulca",41.625675,-4.36155,NA,NA,NA,NA,"E. Asensio","G. v. d. Zanden","male"
"2612","Eucera cineraria",41.625675,-4.36155,NA,1984,6,14,"E. Asensio","Asensio","male"
"2613","Eucera cineraria",41.625675,-4.36155,NA,1984,6,29,"E. Asensio","Asensio","female"
